#======================================================================#
# material, density, radius, mass, temperature, pressure, height, time #
#           (kg/m^3)   (m)   (kg)      (K)        (Pa)     (m)     (s) #
#======================================================================#
magnesium,1700,0.020,5.6968e-02,279.4, 95478, 698, 19.2
magnesium,1700,0.020,5.6968e-02,293.8,NaN, 534, 16.7
magnesium,1700,0.020,5.6968e-02,301.7,NaN, 782, 22.8
magnesium,1700,0.020,5.6968e-02,309.6, 99097, 552, 17.5
magnesium,1700,0.020,5.6968e-02,284.6,102817, 524, 16.4
magnesium,1700,0.020,5.6968e-02,291.9, 96741, 848, 23.1
magnesium,1700,0.020,5.6968e-02, ,100907, 620, 18.8
magnesium,1700,0.020,5.6968e-02,301.5, 99824, 542, 15.0
magnesium,1700,0.020,5.6968e-02,281.4, 99629, 699, 22.4
magnesium,1700,0.020,5.6968e-02,313.3, 98184, 681, 19.4
magnesium,1700,0.020,5.6968e-02, ,103360, 974, 29.6
magnesium,1700,0.020,5.6968e-02, , 98449, 976, 28.2
magnesium,1700,0.020,5.6968e-02,296.7, 96455, 830, 23.1
magnesium,1700,0.020,5.6968e-02,294.0, 99133, 955, 26.6
magnesium,1700,0.020,5.6968e-02,308.9, 92115, 855, 22.6
magnesium,1700,0.020,5.6968e-02,297.9, 97538, 772, 20.4
magnesium,1700,0.025,1.1126e-01,303.1, 95556, 669, 18.6
magnesium,1700,0.025,1.1126e-01,280.9,101429, 512, 14.7
magnesium,1700,0.025,1.1126e-01,275.9, 97248, 759, 19.4
magnesium,1700,0.025,1.1126e-01,282.1, 97408, 672, 17.4
magnesium,1700,0.025,1.1126e-01,301.0, 99872, 573, 14.6
magnesium,1700,0.025,1.1126e-01,275.1, 99745, 586, 16.5
magnesium,1700,0.025,1.1126e-01, , 95976, 841, 23.5
magnesium,1700,0.025,1.1126e-01,290.6,107555, 604, 17.8
magnesium,1700,0.025,1.1126e-01,306.6,102611, 866, 22.0
magnesium,1700,0.025,1.1126e-01,293.8,103230, 874, NaN
magnesium,1700,0.025,1.1126e-01, , 94469, 932, 24.0
magnesium,1700,0.025,1.1126e-01,300.9, 94999, 786, 19.5
magnesium,1700,0.025,1.1126e-01,301.8, 98802, 670, 18.0
magnesium,1700,0.025,1.1126e-01,283.7, 96740, 857, 21.6
magnesium,1700,0.025,1.1126e-01,293.0,101134, 793, 22.6
magnesium,1700,0.025,1.1126e-01,307.7,100807, 800, NaN
magnesium,1700,0.025,1.1126e-01,290.8, 97273, 910, 22.1
magnesium,1700,0.025,1.1126e-01,294.4,101211, 543, 16.5
magnesium,1700,0.025,1.1126e-01,310.0,NaN, 665, 16.7
magnesium,1700,0.025,1.1126e-01,297.0,NaN, 893, 25.3
magnesium,1700,0.025,1.1126e-01,290.8, 98196, 957, NaN
magnesium,1700,0.025,1.1126e-01,290.6,103101, 582, NaN
magnesium,1700,0.025,1.1126e-01, ,100110, 670, 18.8
magnesium,1700,0.025,1.1126e-01,286.8,101061, 529, 13.6
magnesium,1700,0.025,1.1126e-01,295.1, 97780, 938, 21.4
magnesium,1700,0.025,1.1126e-01,288.1, 99299, 926, 
magnesium,1700,0.025,1.1126e-01,298.8,NaN, 674, 16.6
magnesium,1700,0.025,1.1126e-01,300.6,100827, 781, 
magnesium,1700,0.025,1.1126e-01,300.0, 98909, 543, 14.2
magnesium,1700,0.025,1.1126e-01,279.6, 99123, 737, 21.5
magnesium,1700,0.025,1.1126e-01,281.4,100995, 997, 25.3
magnesium,1700,0.025,1.1126e-01,297.9,100062, 819, 20.1
magnesium,1700,0.025,1.1126e-01, , 97479, 961, 24.6
magnesium,1700,0.025,1.1126e-01,283.0,102591, 586, 15.9
magnesium,1700,0.025,1.1126e-01, , 93496, 721, 17.8
magnesium,1700,0.025,1.1126e-01,278.5, 99024, 984, 26.3
magnesium,1700,0.025,1.1126e-01,292.7,101100, 969, 24.7
magnesium,1700,0.025,1.1126e-01, , 99200, 949, 23.6
magnesium,1700,0.025,1.1126e-01,298.7,104097, 707, 21.1
magnesium,1700,0.025,1.1126e-01,306.1, 96033, 555, NaN
magnesium,1700,0.025,1.1126e-01,307.1,101657, 706, 18.1
magnesium,1700,0.025,1.1126e-01,292.7, 95493, 528, 
magnesium,1700,0.025,1.1126e-01,290.7, 97275, 629, 
magnesium,1700,0.025,1.1126e-01,290.8,103879, 941, 24.3
magnesium,1700,0.025,1.1126e-01,284.9, 99042, 877, 22.4
magnesium,1700,0.025,1.1126e-01,282.2,105616, 914, 23.7
magnesium,1700,0.025,1.1126e-01,307.7,NaN, 593, 15.5
magnesium,1700,0.025,1.1126e-01,294.2, 98528, 928, NaN
magnesium,1700,0.025,1.1126e-01,286.5, 98521, 663, 17.3
magnesium,1700,0.025,1.1126e-01,291.8, 99920, 603, NaN
m,4510,0.025,2.9518e-01,295.0, 99162, 696, 13.2
titanium,4510,0.025,2.9518e-01,296.2,102351, 588, 12.2
titanium,4510,0.025,2.9518e-01,303.3, 96850, 675, 12.7
titanium,4510,0.025,2.9518e-01,316.0, 96214, 816, 16.6
titanium,4510,0.025,2.9518e-01,273.3, 94856, 680, 14.8
titanium,4510,0.025,2.9518e-01,292.8, 99053, 967, 17.1
titanium,4510,0.025,2.9518e-01,297.2, 99777, 967, 19.8
titanium,4510,0.025,2.9518e-01,289.9, 99511, 807, 16.7
titanium,4510,0.025,2.9518e-01,294.8,101970, 927, 17.4
titanium,4510,0.025,2.9518e-01,273.4,102984, 822, 15.7
titanium,4510,0.025,2.9518e-01,284.0, 97636, 800, 15.8
titanium,4510,0.025,2.9518e-01,285.8, 96103, 663, 13.5
titanium,4510,0.025,2.9518e-01,282.0,101358, 949, 19.2
titanium,4510,0.025,2.9518e-01,308.1, 98557, 532, 12.9
titanium,4510,0.025,2.9518e-01,288.9,103544, 571, 13.0
titanium,4510,0.025,2.9518e-01,314.4,103363, 684, 15.2
titanium,4510,0.025,2.9518e-01,306.8,103051, 915, 17.9
titanium,4510,0.025,2.9518e-01,296.2,100819, 789, 17.2
titanium,4510,0.025,2.9518e-01,299.2, 98795, 973, 16.8
titanium,4510,0.025,2.9518e-01,294.9,105235, 484, 12.2
titanium,4510,0.025,2.9518e-01,300.8,100633, 840, 16.7
titanium,4510,0.025,2.9518e-01,273.2,101660, 736, 15.0
titanium,4510,0.025,2.9518e-01,295.5,101146, 880, 17.9
titanium,4510,0.025,2.9518e-01,276.0, 97591, 510, 11.5
titanium,4510,0.025,2.9518e-01,303.4,103028, 647, 15.7
titanium,4510,0.025,2.9518e-01,294.5,101796, 577, 13.9
titanium,4510,0.025,2.9518e-01,300.4,106322, 766, 15.9
titanium,4510,0.025,2.9518e-01,288.6,104553, 691, 13.4
titanium,4510,0.025,2.9518e-01,290.5,101779, 957, 17.2
titanium,4510,0.025,2.9518e-01,316.1, 99952, 757, 14.8
titanium,4510,0.025,2.9518e-01,292.7, 95119, 950, 18.9
titanium,4510,0.025,2.9518e-01,284.6, 97047, 567, 14.2
titanium,4510,0.025,2.9518e-01,288.2, 97377, 813, 16.6
titanium,4510,0.025,2.9518e-01,276.3,100960, 981, 18.8
titanium,4510,0.025,2.9518e-01,299.8, 97811, 801, 15.9
titanium,4510,0.025,2.9518e-01,289.8,102413, 862, 17.6
titanium,4510,0.025,2.9518e-01,286.4,100479, 875, 17.8
titanium,4510,0.025,2.9518e-01,309.9, 99119, 937, 18.2
titanium,4510,0.025,2.9518e-01,278.8, 95122, 525, 12.5
titanium,4510,0.025,2.9518e-01,310.6, 99267, 893, 18.4
titanium,4510,0.025,2.9518e-01,304.5,102682, 986, 18.9
titanium,4510,0.025,2.9518e-01,297.5, 99471, 822, 17.1
titanium,4510,0.025,2.9518e-01,294.3,105086, 764, 15.6
titanium,4510,0.025,2.9518e-01,292.5, 98091, 905, 18.4
titanium,4510,0.025,2.9518e-01,301.4, 98213, 582, 14.3
titanium,4510,0.025,2.9518e-01,300.8, 98603, 617, 12.8
titanium,4510,0.025,2.9518e-01,296.3, 98017, 684, 16.1
titanium,4510,0.025,2.9518e-01,289.4,100233, 681, 14.5
titanium,4510,0.025,2.9518e-01,294.2,105733, 890, 17.1
titanium,4510,0.025,2.9518e-01,314.8,102846, 596, 13.3
titanium,4510,0.025,2.9518e-01,282.0,104121, 633, 14.8
titanium,4510,0.025,2.9518e-01,285.6, 99819, 737, 13.9
titanium,4510,0.025,2.9518e-01,286.2,100118, 862, 15.6
titanium,4510,0.025,2.9518e-01,292.2, 97511, 925, 17.6
titanium,4510,0.025,2.9518e-01,292.4, 99281, 783, 15.4
titanium,4510,0.025,2.9518e-01,277.7, 99924, 784, 15.4
titanium,4510,0.025,2.9518e-01,293.2,100738, 710, 14.0
titanium,4510,0.025,2.9518e-01,297.3,103565, 886, 17.0
titanium,4510,0.025,2.9518e-01,306.0, 98596, 665, 13.3
titanium,4510,0.025,2.9518e-01,284.5, 97819, 943, 18.8
titanium,4510,0.025,2.9518e-01,279.0, 98012, 782, 15.9
titanium,4510,0.025,2.9518e-01,296.2, 97677, 527, 10.9
titanium,4510,0.025,2.9518e-01,295.3, 95769, 629, 14.1
titanium,4510,0.025,2.9518e-01,292.8,101466, 565, 13.0
titanium,4510,0.025,2.9518e-01,285.6, 98523, 867, 16.9
titanium,4510,0.025,2.9518e-01,291.3, 91446, 593, 11.2
titanium,4510,0.025,2.9518e-01,304.2,102213, 518,  9.4
titanium,4510,0.025,2.9518e-01,286.1,101039, 929, 17.0
titanium,4510,0.025,2.9518e-01, ,102936, 604, 14.0
titanium,4510,0.025,2.9518e-01,303.2, 99484, 720, 15.0
titanium,4510,0.025,2.9518e-01,295.6,100455, 658, 14.2
titanium,4510,0.025,2.9518e-01,296.7,103106, 691, 15.3
titanium,4510,0.025,2.9518e-01,295.9,100396, 790, 15.9
titanium,4510,0.025,2.9518e-01,287.7,100340, 873, 17.1
titanium,4510,0.025,2.9518e-01,275.7, 98518, 521, 11.7
titanium,4510,0.025,2.9518e-01,279.2,106100, 528, 13.0
titanium,4510,0.025,2.9518e-01,281.7, 98426, 865, 17.3
titanium,4510,0.025,2.9518e-01,288.1,103841, 731, 15.4
titanium,4510,0.025,2.9518e-01,287.9, 99818, 702, 15.0
titanium,4510,0.025,2.9518e-01,278.4,101594, 595, 13.4
titanium,4510,0.025,2.9518e-01,303.1,101825, 887, 17.7
titanium,4510,0.025,2.9518e-01,289.2, 99157, 537, 13.6
titanium,4510,0.025,2.9518e-01,287.7, 98738, 703, 14.8
titanium,4510,0.025,2.9518e-01,285.3, 97911, 639, 15.3
titanium,4510,0.025,2.9518e-01,290.0, 95122, 902, 19.4
titanium,4510,0.025,2.9518e-01,293.9, 98531, 757, 12.8
titanium,4510,0.025,2.9518e-01,293.3,100126, 547, 12.2
titanium,4510,0.025,2.9518e-01,301.4,103217, 888, 17.5
titanium,4510,0.025,2.9518e-01,280.9,102413, 907, 17.6
titanium,4510,0.025,2.9518e-01,300.0, 94670, 772, 16.0
titanium,4510,0.025,2.9518e-01,308.6, 99378, 807, 15.5
titanium,4510,0.025,2.9518e-01,302.3,100187, 603, 12.8
titanium,4510,0.025,2.9518e-01,293.2, 99412, 968, 17.4
titanium,4510,0.025,2.9518e-01,301.6, 99331, 629, 11.2
titanium,4510,0.025,2.9518e-01,282.8, 96804, 513, 11.6
titanium,4510,0.025,2.9518e-01,288.6,103914, 683, 14.0
titanium,4510,0.025,2.9518e-01,287.8, 95291, 562, NaN
titanium,4510,0.025,2.9518e-01,287.3,101769, 611, 13.9
titanium,4510,0.025,2.9518e-01,303.2,107702, 852, 16.2
titanium,4510,0.025,2.9518e-01,299.8,103016, 586, 12.5
titanium,4510,0.025,2.9518e-01,286.4,103944, 595, 13.4
titanium,4510,0.025,2.9518e-01,291.0, 98257, 790, 14.4
titanium,4510,0.025,2.9518e-01,282.2,104667, 777, 16.4
titanium,4510,0.025,2.9518e-01,286.4,100496, 646, 15.4
titanium,4510,0.025,2.9518e-01,297.0,102851, 893, 14.9
titanium,4510,0.025,2.9518e-01,314.9,102246, 977, 19.9
titanium,4510,0.025,2.9518e-01,292.3,100230, 577, 13.6
titanium,4510,0.025,2.9518e-01,301.8,100818, 748, 15.7
titanium,4510,0.025,2.9518e-01,290.4, 97353, 565, 12.1
titanium,4510,0.025,2.9518e-01,287.3,102221, 836, 17.3
titanium,4510,0.025,2.9518e-01,294.8, 97920, 895, 17.3
titanium,4510,0.025,2.9518e-01,285.4, 98689, 684, 13.6
titanium,4510,0.025,2.9518e-01,290.3, 96829, 797, 16.4
titanium,4510,0.025,2.9518e-01,296.1, 97605, 745, 15.1
titanium,4510,0.025,2.9518e-01,289.6,101497, 788, 16.9
titanium,4510,0.025,2.9518e-01,277.3,103371, 970, 18.7
titanium,4510,0.025,2.9518e-01,298.3,101190,1003, 18.5
titanium,4510,0.025,2.9518e-01,291.4,101351, 963, 19.0
titanium,4510,0.025,2.9518e-01,285.0, 99261, 727, 15.3
titanium,4510,0.025,2.9518e-01,290.4, 97896, 835, 15.7
titanium,4510,0.025,2.9518e-01,289.9,106723, 798, 15.6
titanium,4510,0.025,2.9518e-01,291.3, 96465, 527, 12.0
titanium,4510,0.025,2.9518e-01,290.3,102576, 854, 17.2
titanium,4510,0.025,2.9518e-01,296.1,102316, 642, 12.7
titanium,4510,0.025,2.9518e-01,291.9,100966, 651, 13.2
titanium,4510,0.025,2.9518e-01,299.4, 95327, 926, 17.1
titanium,4510,0.025,2.9518e-01,304.3,100165, 866, 18.1
titanium,4510,0.025,2.9518e-01,297.4, 93398, 735, 14.7
titanium,4510,0.025,2.9518e-01,296.8,100924, 980, 18.5
titanium,4510,0.025,2.9518e-01,273.3,106470, 665, 13.7
titanium,4510,0.025,2.9518e-01,287.5,102277, 771, 16.3
titanium,4510,0.025,2.9518e-01,293.9, 97918, 991, 18.3
titanium,4510,0.025,2.9518e-01,284.7, 95778, 966, 19.7
titanium,4510,0.025,2.9518e-01,296.1,101142, 778, 14.9
titanium,4510,0.025,2.9518e-01,295.1, 99269, 848, 16.8
titanium,4510,0.025,2.9518e-01,310.8, 99382, 838, 16.8
titanium,4510,0.025,2.9518e-01,284.0, 98715, 625, 12.1
titanium,4510,0.025,2.9518e-01,274.9, 98477, 570, 13.9
titanium,4510,0.025,2.9518e-01,284.6,101778, 900, 18.0
titanium,4510,0.025,2.9518e-01,294.5, 96322, 963, 18.0
titanium,4510,0.025,2.9518e-01,279.1,100081, 693, 13.6
titanium,4510,0.025,2.9518e-01,288.1, 94133, 580, 13.5
titanium,4510,0.025,2.9518e-01,303.6,101702, 922, 17.8
titanium,4510,0.025,2.9518e-01,296.7,101573, 953, 20.4
titanium,4510,0.025,2.9518e-01,296.8, 97301, 863, 18.4
titanium,4510,0.025,2.9518e-01,295.1,102297, 741, 15.3
titanium,4510,0.025,2.9518e-01,298.1, 96956, 869, 17.6
titanium,4510,0.025,2.9518e-01,297.0, 99931, 662, 13.4
titanium,4510,0.025,2.9518e-01,287.4, 96507, 791, 14.6
titanium,4510,0.025,2.9518e-01,292.7,102922, 796, 16.0
titanium,4510,0.025,2.9518e-01,307.0,100747, 688, 16.5
titanium,4510,0.025,2.9518e-01,294.6, 99145, 708, 14.1
titanium,4510,0.025,2.9518e-01,294.0,101288, 641, 13.9
titanium,4510,0.025,2.9518e-01,292.4,104477, 654, 14.7
titanium,4510,0.025,2.9518e-01,278.9,101844, 541, 12.5
titanium,4510,0.025,2.9518e-01,299.2,101767, 763, 15.7
titanium,4510,0.025,2.9518e-01,291.7, 93682, 847, 17.1
titanium,4510,0.025,2.9518e-01,289.1, 99803, 608, 12.8
titanium,4510,0.025,2.9518e-01,304.8, 99500, 537, 10.1
titanium,4510,0.025,2.9518e-01,320.8,101043, 977, 17.9
titanium,4510,0.025,2.9518e-01,299.9, 97299, 658, 13.8
titanium,4510,0.025,2.9518e-01,292.0,100476, 559, 10.5
titanium,4510,0.025,2.9518e-01,298.8,101526, 616, 11.5
titanium,4510,0.025,2.9518e-01,291.4, 96178, 878, 18.1
titanium,4510,0.025,2.9518e-01,301.9,101560, 961, 19.2
titanium,4510,0.025,2.9518e-01,283.9, 99644, 593, 15.0
titanium,4510,0.025,2.9518e-01,304.1, 93952, 892, 16.1
titanium,4510,0.025,2.9518e-01,288.7, 98414, 779, 13.6
titanium,4510,0.025,2.9518e-01,290.3,103135, 641, 14.3
titanium,4510,0.025,2.9518e-01,298.2,102000, 545, 11.1
titanium,4510,0.025,2.9518e-01,292.4, 99707, 858, 17.1
titanium,4510,0.025,2.9518e-01,278.8, 98681, 807, 15.8
titanium,4510,0.025,2.9518e-01,291.1,107283, 960, 17.5
titanium,4510,0.025,2.9518e-01,291.1, 98002, 940, 19.6
silicon_carbide,3217,0.005,1.6844e-03,280.6,101258, 883, 36.1
silicon_carbide,3217,0.005,1.6844e-03,297.1,100232, 729, 27.7
silicon_carbide,3217,0.005,1.6844e-03,289.6,105166, 521, 19.1
silicon_carbide,3217,0.005,1.6844e-03,301.8, 99755, 949, 37.0
silicon_carbide,3217,0.005,1.6844e-03,294.1, 95302, 850, 32.8
silicon_carbide,3217,0.005,1.6844e-03,289.8,104557, 649, 25.2
silicon_carbide,3217,0.005,1.6844e-03,307.3,101436, 765, 28.7
silicon_carbide,3217,0.005,1.6844e-03,305.2,100121, 660, 24.0
silicon_carbide,3217,0.005,1.6844e-03,299.3,101523, 810, 31.5
silicon_carbide,3217,0.005,1.6844e-03,286.4, 98056, 814, 32.8
silicon_carbide,3217,0.005,1.6844e-03,277.5, 98558, 736, 28.9
silicon_carbide,3217,0.005,1.6844e-03,300.3, 97175, 914, 35.3
silicon_carbide,3217,0.005,1.6844e-03,293.8, 96326, 992, 38.4
silicon_carbide,3217,0.005,1.6844e-03,296.7, 98806, 895, 35.4
silicon_carbide,3217,0.005,1.6844e-03,292.7,101338, 812, 32.3
silicon_carbide,3217,0.005,1.6844e-03,287.5, 97490, 549, 21.9
silicon_carbide,3217,0.005,1.6844e-03,306.2, 94586, 695, 25.8
silicon_carbide,3217,0.005,1.6844e-03,296.2,101923, 638, 25.0
silicon_carbide,3217,0.005,1.6844e-03,296.7,101328, 554, 22.7
silicon_carbide,3217,0.005,1.6844e-03,316.6, 95499, 806, 30.0
silicon_carbide,3217,0.005,1.6844e-03,302.2,103712, 829, 29.6
silicon_carbide,3217,0.005,1.6844e-03,299.6, 91801, 800, 30.9
silicon_carbide,3217,0.005,1.6844e-03,301.1, 97401, 763, 29.7
silicon_carbide,3217,0.005,1.6844e-03,318.7,101763, 814, 31.2
silicon_carbide,3217,0.005,1.6844e-03,303.5, 99643, 938, 35.0
silicon_carbide,3217,0.005,1.6844e-03,304.4,102253, 666, 25.9
silicon_carbide,3217,0.005,1.6844e-03,309.3,101990, 551, 21.2
silicon_carbide,3217,0.005,1.6844e-03,300.4, 94852, 742, 30.0
silicon_carbide,3217,0.005,1.6844e-03,279.3, 96348, 759, 
silicon_carbide,3217,0.005,1.6844e-03,290.2,102792, 736, 29.1
silicon_carbide,3217,0.005,1.6844e-03,286.4, 95972, 918, 36.4
silicon_carbide,3217,0.005,1.6844e-03,307.8,101548, 563, 22.2
silicon_carbide,3217,0.005,1.6844e-03,302.1, 98160, 660, 27.1
silicon_carbide,3217,0.005,1.6844e-03,293.5,101359, 803, 29.1
silicon_carbide,3217,0.005,1.6844e-03,286.1, 98531, 798, 32.8
silicon_carbide,3217,0.005,1.6844e-03,290.0,101968, 948, 37.3
silicon_carbide,3217,0.005,1.6844e-03,295.2,106583, 607, 26.2
silicon_carbide,3217,0.005,1.6844e-03, , 98298, 742, 29.3
silicon_carbide,3217,0.005,1.6844e-03,289.3,102075, 600, 23.2
silicon_carbide,3217,0.005,1.6844e-03,284.4,103541, 937, 37.2
silicon_carbide,3217,0.005,1.6844e-03,294.5, 98958, 929, 34.0
silicon_carbide,3217,0.005,1.6844e-03,290.5,100383, 754, 27.4
silicon_carbide,3217,0.005,1.6844e-03,288.7, 98909, 562, 23.4
silicon_carbide,3217,0.005,1.6844e-03,320.9, 98100, 850, 31.0
silicon_carbide,3217,0.005,1.6844e-03,286.9,105045, 548, 20.7
silicon_carbide,3217,0.005,1.6844e-03,283.4,101606, 573, 24.5
silicon_carbide,3217,0.005,1.6844e-03,289.6,106747, 572, 22.8
silicon_carbide,3217,0.005,1.6844e-03,275.2,107296, 544, 22.3
silicon_carbide,3217,0.005,1.6844e-03,293.6,100986, 698, 25.7
silicon_carbide,3217,0.005,1.6844e-03,284.5, 96164, 716, 27.5
silicon_carbide,3217,0.005,1.6844e-03,286.8,101174, 704, 28.7
silicon_carbide,3217,0.005,1.6844e-03,311.2, 99545, 968, 37.4
silicon_carbide,3217,0.005,1.6844e-03,299.7, 99906, 603, 25.0
silicon_carbide,3217,0.005,1.6844e-03,286.0, 96631, 567, 23.0
silicon_carbide,3217,0.005,1.6844e-03,305.0,100928, 602, 25.0
silicon_carbide,3217,0.005,1.6844e-03,296.0,100241, 889, 34.3
silicon_carbide,3217,0.005,1.6844e-03,282.3, 99610, 933, 37.0
silicon_carbide,3217,0.005,1.6844e-03,276.7, 96884, 989, 38.5
silicon_carbide,3217,0.005,1.6844e-03,301.1, 98555, 887, 33.0
silicon_carbide,3217,0.005,1.6844e-03,303.1,102696, 765, 30.4
silicon_carbide,3217,0.005,1.6844e-03,313.1, 96274, 518, 19.1
silicon_carbide,3217,0.005,1.6844e-03,279.2,101081, 510, 20.3
silicon_carbide,3217,0.005,1.6844e-03,291.9, 97914, 717, 26.8
silicon_carbide,3217,0.005,1.6844e-03,303.9, 97781, 891, 33.8
silicon_carbide,3217,0.005,1.6844e-03,287.6, 96592, 981, 38.0
silicon_carbide,3217,0.005,1.6844e-03,294.8, 99019, 655, 26.2
silicon_carbide,3217,0.005,1.6844e-03,301.2, 95477, 720, 26.3
silicon_carbide,3217,0.005,1.6844e-03,280.6, 91567, 522, 19.7
silicon_carbide,3217,0.005,1.6844e-03,290.9,100574, 535, 21.5
silicon_carbide,3217,0.005,1.6844e-03,278.9,103148, 829, 32.1
silicon_carbide,3217,0.005,1.6844e-03,287.8,100888, 786, 29.2
silicon_carbide,3217,0.005,1.6844e-03,299.0, 96049, 509, 20.1
silicon_carbide,3217,0.005,1.6844e-03,297.2, 96245, 706, 28.3
silicon_carbide,3217,0.005,1.6844e-03,290.5,100427, 722, 29.1
silicon_carbide,3217,0.005,1.6844e-03,292.2, 95616, 518, 21.9
silicon_carbide,3217,0.005,1.6844e-03,288.7, 98685, 933, 35.9
silicon_carbide,3217,0.005,1.6844e-03,272.4, 96949, 751, 30.7
silicon_carbide,3217,0.005,1.6844e-03,283.6, 99924, 950, 37.2
silicon_carbide,3217,0.005,1.6844e-03,310.9,100452, 564, 20.0
silicon_carbide,3217,0.005,1.6844e-03,300.0, 99890, 648, 25.0
silicon_carbide,3217,0.005,1.6844e-03,315.8,103274, 908, 34.9
silicon_carbide,3217,0.005,1.6844e-03,276.9,106780, 957, 40.4
silicon_carbide,3217,0.005,1.6844e-03,296.2, 97107, 899, 32.6
silicon_carbide,3217,0.005,1.6844e-03,304.3,100335, 733, 26.9
silicon_carbide,3217,0.005,1.6844e-03,296.8,100367, 897, 34.4
silicon_carbide,3217,0.005,1.6844e-03,314.0, 95726, 934, 33.9
silicon_carbide,3217,0.005,1.6844e-03,281.0,102848, 963, 37.0
silicon_carbide,3217,0.005,1.6844e-03,283.2, 98300, 659, 24.6
silicon_carbide,3217,0.005,1.6844e-03,281.8,101697, 633, 25.1
silicon_carbide,3217,0.005,1.6844e-03,305.5,100715, 843, 32.6
silicon_carbide,3217,0.005,1.6844e-03,279.0, 96062, 673, 26.0
silicon_carbide,3217,0.005,1.6844e-03,276.4,101343, 852, 32.8
silicon_carbide,3217,0.005,1.6844e-03,298.9, 97909, 828, 31.5
silicon_carbide,3217,0.005,1.6844e-03,296.2,101562, 505, 18.9
silicon_carbide,3217,0.005,1.6844e-03,302.6,100517, 792, 31.6
silicon_carbide,3217,0.005,1.6844e-03,280.7,103705, 510, 22.2
silicon_carbide,3217,0.005,1.6844e-03,274.1,100828, 628, 25.9
silicon_carbide,3217,0.005,1.6844e-03,291.6, 95712, 603, 23.2
silicon_carbide,3217,0.005,1.6844e-03,309.4, 98258, 869, 30.9
silicon_carbide,3217,0.005,1.6844e-03,289.3,100036, 691, 27.3
silicon_carbide,3217,0.005,1.6844e-03,301.5, 98685, 877, 32.4
silicon_carbide,3217,0.005,1.6844e-03,309.2, 99506, 682, 26.2
silicon_carbide,3217,0.005,1.6844e-03,291.6,102192, 640, 26.5
silicon_carbide,3217,0.005,1.6844e-03,284.4, 95881, 967, 38.0
silicon_carbide,3217,0.005,1.6844e-03,295.2, 98197, 697, 25.2
silicon_carbide,3217,0.005,1.6844e-03,302.8,102284, 623, 24.7
silicon_carbide,3217,0.005,1.6844e-03,299.2, 97754, 690, 26.2
silicon_carbide,3217,0.005,1.6844e-03,278.4, 98038, 688, 26.8
silicon_carbide,3217,0.005,1.6844e-03,281.6, 98349, 822, 31.5
silicon_carbide,3217,0.005,1.6844e-03,282.9,102866, 803, 33.1
silicon_carbide,3217,0.005,1.6844e-03,279.6, 93942, 966, 36.9
silicon_carbide,3217,0.005,1.6844e-03,293.5, 96312, 792, 30.5
silicon_carbide,3217,0.005,1.6844e-03,288.8, 99920, 637, 25.2
silicon_carbide,3217,0.005,1.6844e-03,300.0,101894, 597, 23.9
silicon_carbide,3217,0.005,1.6844e-03,307.4, 98295, 992, 36.6
silicon_carbide,3217,0.005,1.6844e-03,288.4,101197, 729, 28.6
silicon_carbide,3217,0.005,1.6844e-03,281.3,101513, 781, 32.3
silicon_carbide,3217,0.005,1.6844e-03,279.4, 95383, 677, 25.4
silicon_carbide,3217,0.005,1.6844e-03,279.4, 99628, 523, 20.1
silicon_carbide,3217,0.005,1.6844e-03,281.4,102017, 635, 25.0
silicon_carbide,3217,0.005,1.6844e-03,304.8, 98604, 967, 36.6
silicon_carbide,3217,0.005,1.6844e-03,312.0,101872, 608, 23.8
silicon_carbide,3217,0.005,1.6844e-03,288.3,104828, 813, 31.6
silicon_carbide,3217,0.005,1.6844e-03,308.2, 98460, 677, 24.7
silicon_carbide,3217,0.005,1.6844e-03,299.1,106572, 501, 21.2
silicon_carbide,3217,0.005,1.6844e-03,294.0,105674, 743, 32.3
silicon_carbide,3217,0.005,1.6844e-03,298.9,101301, 673, 26.4
silicon_carbide,3217,0.005,1.6844e-03,285.4, 94546, 831, 32.9
silicon_carbide,3217,0.005,1.6844e-03,297.5,100092, 926, 36.0
silicon_carbide,3217,0.005,1.6844e-03,302.8,101038, 629, 24.6
silicon_carbide,3217,0.005,1.6844e-03,286.0,100348, 749, 30.0
silicon_carbide,3217,0.005,1.6844e-03,292.3, 99562, 629, 25.5
silicon_carbide,3217,0.005,1.6844e-03,292.5, 98453, 814, 29.7
silicon_carbide,3217,0.005,1.6844e-03,287.0, 98505, 966, 37.9
silicon_carbide,3217,0.005,1.6844e-03,307.2,102339, 614, 24.4
silicon_carbide,3217,0.005,1.6844e-03,292.0,101696, 814, 31.8
silicon_carbide,3217,0.005,1.6844e-03,301.9,100864, 808, 29.6
silicon_carbide,3217,0.005,1.6844e-03,301.7,102208, 716, 28.6
silicon_carbide,3217,0.005,1.6844e-03,287.3,103599, 861, 33.3
silicon_carbide,3217,0.005,1.6844e-03,283.4,102241, 597, 23.1
silicon_carbide,3217,0.005,1.6844e-03,310.1, 94135, 503, 21.1
silicon_carbide,3217,0.005,1.6844e-03,279.4, 97553, 745, 29.0
silicon_carbide,3217,0.005,1.6844e-03,287.2,100487, 918, 36.8
silicon_carbide,3217,0.005,1.6844e-03,268.2, 98711, 877, 35.0
silicon_carbide,3217,0.005,1.6844e-03,307.2, 98969, 755, 29.6
